target_measurement_id,record_id,source_group_id,surface_group_id,target_liquid_id,target_contact_angle_deg,v4_split,has_independent_sfe,independent_sfe_dispersion_mj_m2,independent_sfe_polar_mj_m2,sample_id,prediction_mode,probe_measurement_ids,probe_liquid_ids,n_probes,target_liquid_removed,loo_sfe_feasible,loo_sfe_failure_reason,nnls_dispersion_mj_m2,nnls_polar_mj_m2,nnls_physical_prediction_deg
CA0012,CA0012,SRC023,SFC_782084083F60,LIQ_0F4168490E,73.0,excluded_review,no,,,ZS_CA0012,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0013,CA0013,SRC023,SFC_F08E28324066,LIQ_0F4168490E,88.0,excluded_review,no,,,ZS_CA0013,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0014,CA0014,SRC023,SFC_0C4EEBCACC30,LIQ_0F4168490E,92.0,excluded_review,no,,,ZS_CA0014,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0015,CA0015,SRC023,SFC_F715B35B2C9F,LIQ_0F4168490E,62.0,excluded_review,no,,,ZS_CA0015,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0016,CA0016,SRC023,SFC_04353B2CE787,LIQ_53310FAFB3,58.0,excluded_review,no,,,ZS_CA0016,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0017,CA0017,SRC023,SFC_96578C5761C3,LIQ_53310FAFB3,55.0,excluded_review,no,,,ZS_CA0017,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0018,CA0018,SRC023,SFC_A713C80D8A86,LIQ_53310FAFB3,62.0,excluded_review,no,,,ZS_CA0018,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0019,CA0019,SRC023,SFC_833BD19E975A,LIQ_53310FAFB3,68.0,excluded_review,no,,,ZS_CA0019,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0020,CA0020,SRC023,SFC_EF3937BBEA40,LIQ_53310FAFB3,52.0,excluded_review,no,,,ZS_CA0020,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0021,CA0021,SRC023,SFC_B1C3F4195927,LIQ_53310FAFB3,50.0,excluded_review,no,,,ZS_CA0021,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0022,CA0022,SRC023,SFC_3269642DA2B0,LIQ_53310FAFB3,56.0,excluded_review,no,,,ZS_CA0022,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0023,CA0023,SRC023,SFC_258CBA406DD6,LIQ_53310FAFB3,60.0,excluded_review,no,,,ZS_CA0023,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0024,CA0024,SRC023,SFC_DB683EF7A2C1,LIQ_53310FAFB3,65.0,excluded_review,no,,,ZS_CA0024,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0025,CA0025,SRC023,SFC_EEA5FB824E7A,LIQ_53310FAFB3,60.0,excluded_review,no,,,ZS_CA0025,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0026,CA0026,SRC023,SFC_E24B19E460DE,LIQ_53310FAFB3,70.0,excluded_review,no,,,ZS_CA0026,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0027,CA0027,SRC023,SFC_782084083F60,LIQ_53310FAFB3,58.0,excluded_review,no,,,ZS_CA0027,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0028,CA0028,SRC023,SFC_F08E28324066,LIQ_53310FAFB3,78.0,excluded_review,no,,,ZS_CA0028,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0029,CA0029,SRC023,SFC_0C4EEBCACC30,LIQ_53310FAFB3,82.0,excluded_review,no,,,ZS_CA0029,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0030,CA0030,SRC023,SFC_F715B35B2C9F,LIQ_53310FAFB3,48.0,excluded_review,no,,,ZS_CA0030,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0031,CA0031,SRC023,SFC_04353B2CE787,LIQ_1BD1B94C09,55.0,excluded_review,no,,,ZS_CA0031,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0032,CA0032,SRC023,SFC_96578C5761C3,LIQ_1BD1B94C09,52.0,excluded_review,no,,,ZS_CA0032,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0033,CA0033,SRC023,SFC_A713C80D8A86,LIQ_1BD1B94C09,58.0,excluded_review,no,,,ZS_CA0033,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0034,CA0034,SRC023,SFC_833BD19E975A,LIQ_1BD1B94C09,62.0,excluded_review,no,,,ZS_CA0034,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0035,CA0035,SRC023,SFC_EF3937BBEA40,LIQ_1BD1B94C09,48.0,excluded_review,no,,,ZS_CA0035,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0036,CA0036,SRC023,SFC_B1C3F4195927,LIQ_1BD1B94C09,46.0,excluded_review,no,,,ZS_CA0036,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0037,CA0037,SRC023,SFC_3269642DA2B0,LIQ_1BD1B94C09,50.0,excluded_review,no,,,ZS_CA0037,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0038,CA0038,SRC023,SFC_258CBA406DD6,LIQ_1BD1B94C09,56.0,excluded_review,no,,,ZS_CA0038,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0039,CA0039,SRC023,SFC_DB683EF7A2C1,LIQ_1BD1B94C09,60.0,excluded_review,no,,,ZS_CA0039,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0040,CA0040,SRC023,SFC_EEA5FB824E7A,LIQ_1BD1B94C09,55.0,excluded_review,no,,,ZS_CA0040,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0041,CA0041,SRC023,SFC_E24B19E460DE,LIQ_1BD1B94C09,65.0,excluded_review,no,,,ZS_CA0041,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0042,CA0042,SRC023,SFC_782084083F60,LIQ_1BD1B94C09,54.0,excluded_review,no,,,ZS_CA0042,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0043,CA0043,SRC023,SFC_8236ECA9EB74,LIQ_0F4168490E,115.0,excluded_review,no,,,ZS_CA0043,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0044,CA0044,SRC023,SFC_49842D0D9B8F,LIQ_0F4168490E,110.0,excluded_review,no,,,ZS_CA0044,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0045,CA0045,SRC023,SFC_E805A27F910D,LIQ_0F4168490E,118.0,excluded_review,no,,,ZS_CA0045,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0046,CA0046,SRC023,SFC_8236ECA9EB74,LIQ_6656B41AB7,88.0,excluded_review,no,,,ZS_CA0046,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0047,CA0047,SRC023,SFC_49842D0D9B8F,LIQ_6656B41AB7,82.0,excluded_review,no,,,ZS_CA0047,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0048,CA0048,SRC023,SFC_E805A27F910D,LIQ_6656B41AB7,90.0,excluded_review,no,,,ZS_CA0048,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0049,CA0049,SRC023,SFC_8236ECA9EB74,LIQ_53310FAFB3,98.0,excluded_review,no,,,ZS_CA0049,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0050,CA0050,SRC023,SFC_49842D0D9B8F,LIQ_53310FAFB3,95.0,excluded_review,no,,,ZS_CA0050,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0051,CA0051,SRC023,SFC_E805A27F910D,LIQ_53310FAFB3,100.0,excluded_review,no,,,ZS_CA0051,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0052,CA0052,SRC023,SFC_2F8ECAFB7400,LIQ_0F4168490E,85.0,excluded_review,no,,,ZS_CA0052,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0053,CA0053,SRC023,SFC_09D2365FF128,LIQ_0F4168490E,95.0,excluded_review,no,,,ZS_CA0053,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0054,CA0054,SRC023,SFC_C657B6B2A8F2,LIQ_0F4168490E,98.0,excluded_review,no,,,ZS_CA0054,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0055,CA0055,SRC023,SFC_EADE66E24084,LIQ_0F4168490E,94.0,excluded_review,no,,,ZS_CA0055,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0056,CA0056,SRC023,SFC_7320418E2637,LIQ_0F4168490E,96.0,excluded_review,no,,,ZS_CA0056,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0057,CA0057,SRC023,SFC_059D01259A34,LIQ_0F4168490E,95.0,excluded_review,no,,,ZS_CA0057,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0058,CA0058,SRC023,SFC_2F8ECAFB7400,LIQ_53310FAFB3,72.0,excluded_review,no,,,ZS_CA0058,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0059,CA0059,SRC023,SFC_09D2365FF128,LIQ_53310FAFB3,82.0,excluded_review,no,,,ZS_CA0059,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0060,CA0060,SRC023,SFC_C657B6B2A8F2,LIQ_53310FAFB3,85.0,excluded_review,no,,,ZS_CA0060,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0061,CA0061,SRC023,SFC_EADE66E24084,LIQ_53310FAFB3,80.0,excluded_review,no,,,ZS_CA0061,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0062,CA0062,SRC023,SFC_7320418E2637,LIQ_53310FAFB3,82.0,excluded_review,no,,,ZS_CA0062,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0063,CA0063,SRC023,SFC_059D01259A34,LIQ_53310FAFB3,81.0,excluded_review,no,,,ZS_CA0063,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0064,CA0064,SRC023,SFC_2F8ECAFB7400,LIQ_6656B41AB7,48.0,excluded_review,no,,,ZS_CA0064,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0065,CA0065,SRC023,SFC_09D2365FF128,LIQ_6656B41AB7,52.0,excluded_review,no,,,ZS_CA0065,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0066,CA0066,SRC023,SFC_C657B6B2A8F2,LIQ_6656B41AB7,55.0,excluded_review,no,,,ZS_CA0066,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0067,CA0067,SRC023,SFC_EADE66E24084,LIQ_6656B41AB7,50.0,excluded_review,no,,,ZS_CA0067,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0068,CA0068,SRC023,SFC_7320418E2637,LIQ_6656B41AB7,52.0,excluded_review,no,,,ZS_CA0068,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0069,CA0069,SRC023,SFC_059D01259A34,LIQ_6656B41AB7,51.0,excluded_review,no,,,ZS_CA0069,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0070,CA0070,SRC024,SFC_B8D818A15C77,LIQ_0F4168490E,91.0,excluded_review,no,,,ZS_CA0070,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0071,CA0071,SRC024,SFC_DFFFBB02B458,LIQ_0F4168490E,108.0,excluded_review,no,,,ZS_CA0071,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0072,CA0072,SRC024,SFC_CC13B5674B11,LIQ_53310FAFB3,55.0,excluded_review,no,,,ZS_CA0072,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0073,CA0073,SRC024,SFC_2F5D209BCFE9,LIQ_53310FAFB3,52.0,excluded_review,no,,,ZS_CA0073,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0074,CA0074,SRC024,SFC_B8D818A15C77,LIQ_53310FAFB3,68.0,excluded_review,no,,,ZS_CA0074,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0075,CA0075,SRC024,SFC_DFFFBB02B458,LIQ_53310FAFB3,78.0,excluded_review,no,,,ZS_CA0075,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0076,CA0076,SRC024,SFC_8E1BAB0CA5A6,LIQ_53310FAFB3,58.0,excluded_review,no,,,ZS_CA0076,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0077,CA0077,SRC010,SFC_95580B5C4364,LIQ_0F4168490E,122.42,train,no,,,ZS_CA0077,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0077,CA0077,SRC010,SFC_95580B5C4364,LIQ_0F4168490E,122.42,train,no,,,PA_CA0077,probe_assisted,CA0078,LIQ_6656B41AB7,1,yes,no,insufficient_probes,0.0,0.0,
CA0078,CA0078,SRC010,SFC_95580B5C4364,LIQ_6656B41AB7,84.98,train,no,,,ZS_CA0078,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0078,CA0078,SRC010,SFC_95580B5C4364,LIQ_6656B41AB7,84.98,train,no,,,PA_CA0078,probe_assisted,CA0077,LIQ_0F4168490E,1,yes,no,insufficient_probes,0.0,0.0,
CA0079,CA0079,SRC010,SFC_F7990EF3D076,LIQ_0F4168490E,116.91,train,no,,,ZS_CA0079,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0079,CA0079,SRC010,SFC_F7990EF3D076,LIQ_0F4168490E,116.91,train,no,,,PA_CA0079,probe_assisted,CA0080,LIQ_6656B41AB7,1,yes,no,insufficient_probes,0.0,0.0,
CA0080,CA0080,SRC010,SFC_F7990EF3D076,LIQ_6656B41AB7,79.59,train,no,,,ZS_CA0080,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0080,CA0080,SRC010,SFC_F7990EF3D076,LIQ_6656B41AB7,79.59,train,no,,,PA_CA0080,probe_assisted,CA0079,LIQ_0F4168490E,1,yes,no,insufficient_probes,0.0,0.0,
CA0081,CA0081,SRC010,SFC_10C3C0102684,LIQ_0F4168490E,60.42,train,no,,,ZS_CA0081,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0081,CA0081,SRC010,SFC_10C3C0102684,LIQ_0F4168490E,60.42,train,no,,,PA_CA0081,probe_assisted,CA0082,LIQ_6656B41AB7,1,yes,no,insufficient_probes,0.0,0.0,
CA0082,CA0082,SRC010,SFC_10C3C0102684,LIQ_6656B41AB7,60.25,train,no,,,ZS_CA0082,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0082,CA0082,SRC010,SFC_10C3C0102684,LIQ_6656B41AB7,60.25,train,no,,,PA_CA0082,probe_assisted,CA0081,LIQ_0F4168490E,1,yes,no,insufficient_probes,0.0,0.0,
CA0083,CA0083,SRC010,SFC_FA6603E349B6,LIQ_0F4168490E,76.51,train,no,,,ZS_CA0083,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0083,CA0083,SRC010,SFC_FA6603E349B6,LIQ_0F4168490E,76.51,train,no,,,PA_CA0083,probe_assisted,CA0084,LIQ_6656B41AB7,1,yes,no,insufficient_probes,0.0,0.0,
CA0084,CA0084,SRC010,SFC_FA6603E349B6,LIQ_6656B41AB7,58.3,train,no,,,ZS_CA0084,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0084,CA0084,SRC010,SFC_FA6603E349B6,LIQ_6656B41AB7,58.3,train,no,,,PA_CA0084,probe_assisted,CA0083,LIQ_0F4168490E,1,yes,no,insufficient_probes,0.0,0.0,
CA0085,CA0085,SRC010,SFC_91AEF1F6D63F,LIQ_0F4168490E,103.37,train,no,,,ZS_CA0085,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0085,CA0085,SRC010,SFC_91AEF1F6D63F,LIQ_0F4168490E,103.37,train,no,,,PA_CA0085,probe_assisted,CA0086,LIQ_6656B41AB7,1,yes,no,insufficient_probes,0.0,0.0,
CA0086,CA0086,SRC010,SFC_91AEF1F6D63F,LIQ_6656B41AB7,80.65,train,no,,,ZS_CA0086,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0086,CA0086,SRC010,SFC_91AEF1F6D63F,LIQ_6656B41AB7,80.65,train,no,,,PA_CA0086,probe_assisted,CA0085,LIQ_0F4168490E,1,yes,no,insufficient_probes,0.0,0.0,
CA0087,CA0087,SRC010,SFC_B26BB3C57516,LIQ_0F4168490E,94.3,train,no,,,ZS_CA0087,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0087,CA0087,SRC010,SFC_B26BB3C57516,LIQ_0F4168490E,94.3,train,no,,,PA_CA0087,probe_assisted,CA0088,LIQ_6656B41AB7,1,yes,no,insufficient_probes,0.0,0.0,
CA0088,CA0088,SRC010,SFC_B26BB3C57516,LIQ_6656B41AB7,76.04,train,no,,,ZS_CA0088,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0088,CA0088,SRC010,SFC_B26BB3C57516,LIQ_6656B41AB7,76.04,train,no,,,PA_CA0088,probe_assisted,CA0087,LIQ_0F4168490E,1,yes,no,insufficient_probes,0.0,0.0,
CA0089,CA0089,SRC010,SFC_EE615B6001A2,LIQ_0F4168490E,52.45,train,no,,,ZS_CA0089,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0089,CA0089,SRC010,SFC_EE615B6001A2,LIQ_0F4168490E,52.45,train,no,,,PA_CA0089,probe_assisted,CA0090,LIQ_6656B41AB7,1,yes,no,insufficient_probes,0.0,0.0,
CA0090,CA0090,SRC010,SFC_EE615B6001A2,LIQ_6656B41AB7,66.51,train,no,,,ZS_CA0090,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0090,CA0090,SRC010,SFC_EE615B6001A2,LIQ_6656B41AB7,66.51,train,no,,,PA_CA0090,probe_assisted,CA0089,LIQ_0F4168490E,1,yes,no,insufficient_probes,0.0,0.0,
CA0091,CA0091,SRC010,SFC_C256F7B116EE,LIQ_0F4168490E,40.92,train,no,,,ZS_CA0091,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0091,CA0091,SRC010,SFC_C256F7B116EE,LIQ_0F4168490E,40.92,train,no,,,PA_CA0091,probe_assisted,CA0092,LIQ_6656B41AB7,1,yes,no,insufficient_probes,0.0,0.0,
CA0092,CA0092,SRC010,SFC_C256F7B116EE,LIQ_6656B41AB7,40.8,train,no,,,ZS_CA0092,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0092,CA0092,SRC010,SFC_C256F7B116EE,LIQ_6656B41AB7,40.8,train,no,,,PA_CA0092,probe_assisted,CA0091,LIQ_0F4168490E,1,yes,no,insufficient_probes,0.0,0.0,
CA0093,CA0093,SRC009,SFC_A5B2B66974AE,LIQ_0F4168490E,83.5,train,no,,,ZS_CA0093,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0093,CA0093,SRC009,SFC_A5B2B66974AE,LIQ_0F4168490E,83.5,train,no,,,PA_CA0093,probe_assisted,CA0094,LIQ_6656B41AB7,1,yes,no,insufficient_probes,0.0,0.0,
CA0094,CA0094,SRC009,SFC_A5B2B66974AE,LIQ_6656B41AB7,77.7,train,no,,,ZS_CA0094,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0094,CA0094,SRC009,SFC_A5B2B66974AE,LIQ_6656B41AB7,77.7,train,no,,,PA_CA0094,probe_assisted,CA0093,LIQ_0F4168490E,1,yes,no,insufficient_probes,0.0,0.0,
CA0095,CA0095,SRC009,SFC_BF7DB4F8493A,LIQ_0F4168490E,11.4,train,no,,,ZS_CA0095,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0095,CA0095,SRC009,SFC_BF7DB4F8493A,LIQ_0F4168490E,11.4,train,no,,,PA_CA0095,probe_assisted,CA0096,LIQ_6656B41AB7,1,yes,no,insufficient_probes,0.0,0.0,
CA0096,CA0096,SRC009,SFC_BF7DB4F8493A,LIQ_6656B41AB7,30.2,train,no,,,ZS_CA0096,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0096,CA0096,SRC009,SFC_BF7DB4F8493A,LIQ_6656B41AB7,30.2,train,no,,,PA_CA0096,probe_assisted,CA0095,LIQ_0F4168490E,1,yes,no,insufficient_probes,0.0,0.0,
CA0097,CA0097,SRC009,SFC_1CE43E1DBA17,LIQ_0F4168490E,101.3,train,no,,,ZS_CA0097,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0097,CA0097,SRC009,SFC_1CE43E1DBA17,LIQ_0F4168490E,101.3,train,no,,,PA_CA0097,probe_assisted,CA0098,LIQ_6656B41AB7,1,yes,no,insufficient_probes,0.0,0.0,
CA0098,CA0098,SRC009,SFC_1CE43E1DBA17,LIQ_6656B41AB7,83.8,train,no,,,ZS_CA0098,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0098,CA0098,SRC009,SFC_1CE43E1DBA17,LIQ_6656B41AB7,83.8,train,no,,,PA_CA0098,probe_assisted,CA0097,LIQ_0F4168490E,1,yes,no,insufficient_probes,0.0,0.0,
CA0099,CA0099,SRC009,SFC_CD91556CDD43,LIQ_0F4168490E,65.4,train,no,,,ZS_CA0099,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0099,CA0099,SRC009,SFC_CD91556CDD43,LIQ_0F4168490E,65.4,train,no,,,PA_CA0099,probe_assisted,CA0100,LIQ_6656B41AB7,1,yes,no,insufficient_probes,0.0,0.0,
CA0100,CA0100,SRC009,SFC_CD91556CDD43,LIQ_6656B41AB7,61.3,train,no,,,ZS_CA0100,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0100,CA0100,SRC009,SFC_CD91556CDD43,LIQ_6656B41AB7,61.3,train,no,,,PA_CA0100,probe_assisted,CA0099,LIQ_0F4168490E,1,yes,no,insufficient_probes,0.0,0.0,
CA0101,CA0101,SRC007,SFC_5EB9C176CFB3,LIQ_0F4168490E,98.7,validation,no,,,ZS_CA0101,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0101,CA0101,SRC007,SFC_5EB9C176CFB3,LIQ_0F4168490E,98.7,validation,no,,,PA_CA0101,probe_assisted,CA0102,LIQ_6656B41AB7,1,yes,no,insufficient_probes,0.0,0.0,
CA0102,CA0102,SRC007,SFC_5EB9C176CFB3,LIQ_6656B41AB7,45.7,validation,no,,,ZS_CA0102,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0102,CA0102,SRC007,SFC_5EB9C176CFB3,LIQ_6656B41AB7,45.7,validation,no,,,PA_CA0102,probe_assisted,CA0101,LIQ_0F4168490E,1,yes,no,insufficient_probes,0.0,0.0,
CA0103,CA0103,SRC007,SFC_4A9A552599CA,LIQ_0F4168490E,85.6,validation,no,,,ZS_CA0103,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0103,CA0103,SRC007,SFC_4A9A552599CA,LIQ_0F4168490E,85.6,validation,no,,,PA_CA0103,probe_assisted,CA0104,LIQ_6656B41AB7,1,yes,no,insufficient_probes,0.0,0.0,
CA0104,CA0104,SRC007,SFC_4A9A552599CA,LIQ_6656B41AB7,27.8,validation,no,,,ZS_CA0104,zero_shot,,,0,no,no,zero_shot_not_applicable,0.0,0.0,0.0
CA0104,CA0104,SRC007,SFC_4A9A552599CA,LIQ_6656B41AB7,27.8,validation,no,,,PA_CA0104,probe_assisted,CA0103,LIQ_0F4168490E,1,yes,no,insufficient_probes,0.0,0.0,
