measurement_id,surface_group_id,source_group_id,liquid_id,contact_angle_deg,contact_angle_type,measurement_method,temperature_K,humidity_percent,pressure_atm,droplet_volume_uL,replicates_n,contact_angle_std_deg,contact_angle_min_deg,contact_angle_max_deg,quality_grade,conflict_flag,solid_total_surface_energy_mJ_m2,solid_dispersion_mJ_m2,solid_polar_mJ_m2,solid_surface_energy_source,solid_surface_energy_source_type,data_extraction_note,record_id,sfe_source_type,new_external_source_flag,target_eligible
CA0502,SFC_D17DAFC2AFDE,SDX004,LIQ_0F4168490E,145.0,static,sessile_drop,298.15,,1.0,,,3.2,,,A_high,none,8.02,6.92,1.11,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; coated laser-textured CFRP samples after cleaning cycles, measured with water, formamide, and diiodomethane",CA0502,inferred_from_contact_angles,no,yes
CA0503,SFC_D17DAFC2AFDE,SDX004,LIQ_1BD1B94C09,136.0,static,sessile_drop,298.15,,1.0,,,4.3,,,A_high,none,8.02,6.92,1.11,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; coated laser-textured CFRP samples after cleaning cycles, measured with water, formamide, and diiodomethane",CA0503,inferred_from_contact_angles,no,yes
CA0504,SFC_D17DAFC2AFDE,SDX004,LIQ_6656B41AB7,105.0,static,sessile_drop,298.15,,1.0,,,4.8,,,A_high,none,8.02,6.92,1.11,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; coated laser-textured CFRP samples after cleaning cycles, measured with water, formamide, and diiodomethane",CA0504,inferred_from_contact_angles,no,yes
CA0505,SFC_65564B0B1510,SDX004,LIQ_0F4168490E,155.0,static,sessile_drop,298.15,,1.0,,,2.8,,,A_high,none,2.09,2.0,0.08,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; coated laser-textured CFRP samples after cleaning cycles, measured with water, formamide, and diiodomethane",CA0505,inferred_from_contact_angles,no,yes
CA0506,SFC_65564B0B1510,SDX004,LIQ_1BD1B94C09,131.0,static,sessile_drop,298.15,,1.0,,,2.3,,,A_high,none,2.09,2.0,0.08,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; coated laser-textured CFRP samples after cleaning cycles, measured with water, formamide, and diiodomethane",CA0506,inferred_from_contact_angles,no,yes
CA0507,SFC_65564B0B1510,SDX004,LIQ_6656B41AB7,133.0,static,sessile_drop,298.15,,1.0,,,4.3,,,A_high,none,2.09,2.0,0.08,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; coated laser-textured CFRP samples after cleaning cycles, measured with water, formamide, and diiodomethane",CA0507,inferred_from_contact_angles,no,yes
CA0508,SFC_FD7BF6ACBE27,SDX004,LIQ_0F4168490E,149.0,static,sessile_drop,298.15,,1.0,,,2.1,,,A_high,none,1.69,1.69,0.0,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; coated laser-textured CFRP samples after cleaning cycles, measured with water, formamide, and diiodomethane",CA0508,inferred_from_contact_angles,no,yes
CA0509,SFC_FD7BF6ACBE27,SDX004,LIQ_1BD1B94C09,134.0,static,sessile_drop,298.15,,1.0,,,3.5,,,A_high,none,1.69,1.69,0.0,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; coated laser-textured CFRP samples after cleaning cycles, measured with water, formamide, and diiodomethane",CA0509,inferred_from_contact_angles,no,yes
CA0510,SFC_FD7BF6ACBE27,SDX004,LIQ_6656B41AB7,132.0,static,sessile_drop,298.15,,1.0,,,4.7,,,A_high,none,1.69,1.69,0.0,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; coated laser-textured CFRP samples after cleaning cycles, measured with water, formamide, and diiodomethane",CA0510,inferred_from_contact_angles,no,yes
CA0511,SFC_3A3E77A94794,SDX004,LIQ_0F4168490E,148.0,static,sessile_drop,298.15,,1.0,,,3.1,,,A_high,none,2.52,2.5,0.02,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; coated laser-textured CFRP samples after cleaning cycles, measured with water, formamide, and diiodomethane",CA0511,inferred_from_contact_angles,no,yes
CA0512,SFC_3A3E77A94794,SDX004,LIQ_1BD1B94C09,128.0,static,sessile_drop,298.15,,1.0,,,4.0,,,A_high,none,2.52,2.5,0.02,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; coated laser-textured CFRP samples after cleaning cycles, measured with water, formamide, and diiodomethane",CA0512,inferred_from_contact_angles,no,yes
CA0513,SFC_3A3E77A94794,SDX004,LIQ_6656B41AB7,128.0,static,sessile_drop,298.15,,1.0,,,2.5,,,A_high,none,2.52,2.5,0.02,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; coated laser-textured CFRP samples after cleaning cycles, measured with water, formamide, and diiodomethane",CA0513,inferred_from_contact_angles,no,yes
CA0514,SFC_78D1FEDEA019,SDX004,LIQ_0F4168490E,142.0,static,sessile_drop,298.15,,1.0,,,3.3,,,A_high,none,5.69,5.39,0.31,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; coated laser-textured CFRP samples after cleaning cycles, measured with water, formamide, and diiodomethane",CA0514,inferred_from_contact_angles,no,yes
CA0515,SFC_78D1FEDEA019,SDX004,LIQ_1BD1B94C09,130.0,static,sessile_drop,298.15,,1.0,,,3.8,,,A_high,none,5.69,5.39,0.31,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; coated laser-textured CFRP samples after cleaning cycles, measured with water, formamide, and diiodomethane",CA0515,inferred_from_contact_angles,no,yes
CA0516,SFC_78D1FEDEA019,SDX004,LIQ_6656B41AB7,111.0,static,sessile_drop,298.15,,1.0,,,3.7,,,A_high,none,5.69,5.39,0.31,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; coated laser-textured CFRP samples after cleaning cycles, measured with water, formamide, and diiodomethane",CA0516,inferred_from_contact_angles,no,yes
CA0517,SFC_755688E8B50B,SDX005,LIQ_0F4168490E,125.6,static,sessile_drop,298.15,,1.0,,,,,,A_high,none,17.23,16.5,0.73,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; polymer/silica low-surface-energy coatings measured with water, formamide, and diiodomethane",CA0517,inferred_from_contact_angles,no,yes
CA0518,SFC_755688E8B50B,SDX005,LIQ_1BD1B94C09,114.8,static,sessile_drop,298.15,,1.0,,,,,,A_high,none,17.23,16.5,0.73,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; polymer/silica low-surface-energy coatings measured with water, formamide, and diiodomethane",CA0518,inferred_from_contact_angles,no,yes
CA0519,SFC_755688E8B50B,SDX005,LIQ_6656B41AB7,80.2,static,sessile_drop,298.15,,1.0,,,,,,A_high,none,17.23,16.5,0.73,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; polymer/silica low-surface-energy coatings measured with water, formamide, and diiodomethane",CA0519,inferred_from_contact_angles,no,yes
CA0520,SFC_590E8318F5D5,SDX005,LIQ_0F4168490E,115.5,static,sessile_drop,298.15,,1.0,,,,,,A_high,none,15.67,15.67,0.0,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; polymer/silica low-surface-energy coatings measured with water, formamide, and diiodomethane",CA0520,inferred_from_contact_angles,no,yes
CA0521,SFC_590E8318F5D5,SDX005,LIQ_1BD1B94C09,106.2,static,sessile_drop,298.15,,1.0,,,,,,A_high,none,15.67,15.67,0.0,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; polymer/silica low-surface-energy coatings measured with water, formamide, and diiodomethane",CA0521,inferred_from_contact_angles,no,yes
CA0522,SFC_590E8318F5D5,SDX005,LIQ_6656B41AB7,79.8,static,sessile_drop,298.15,,1.0,,,,,,A_high,none,15.67,15.67,0.0,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; polymer/silica low-surface-energy coatings measured with water, formamide, and diiodomethane",CA0522,inferred_from_contact_angles,no,yes
CA0523,SFC_42A21ABE09F9,SDX005,LIQ_0F4168490E,116.6,static,sessile_drop,298.15,,1.0,,,,,,A_high,none,20.66,20.51,0.15,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; polymer/silica low-surface-energy coatings measured with water, formamide, and diiodomethane",CA0523,inferred_from_contact_angles,no,yes
CA0524,SFC_42A21ABE09F9,SDX005,LIQ_1BD1B94C09,101.8,static,sessile_drop,298.15,,1.0,,,,,,A_high,none,20.66,20.51,0.15,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; polymer/silica low-surface-energy coatings measured with water, formamide, and diiodomethane",CA0524,inferred_from_contact_angles,no,yes
CA0525,SFC_42A21ABE09F9,SDX005,LIQ_6656B41AB7,72.7,static,sessile_drop,298.15,,1.0,,,,,,A_high,none,20.66,20.51,0.15,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; polymer/silica low-surface-energy coatings measured with water, formamide, and diiodomethane",CA0525,inferred_from_contact_angles,no,yes
CA0526,SFC_9B7B7B694E91,SDX005,LIQ_0F4168490E,136.4,static,sessile_drop,298.15,,1.0,,,,,,A_high,none,10.39,9.49,0.9,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; polymer/silica low-surface-energy coatings measured with water, formamide, and diiodomethane",CA0526,inferred_from_contact_angles,no,yes
CA0527,SFC_9B7B7B694E91,SDX005,LIQ_1BD1B94C09,130.5,static,sessile_drop,298.15,,1.0,,,,,,A_high,none,10.39,9.49,0.9,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; polymer/silica low-surface-energy coatings measured with water, formamide, and diiodomethane",CA0527,inferred_from_contact_angles,no,yes
CA0528,SFC_9B7B7B694E91,SDX005,LIQ_6656B41AB7,95.8,static,sessile_drop,298.15,,1.0,,,,,,A_high,none,10.39,9.49,0.9,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; polymer/silica low-surface-energy coatings measured with water, formamide, and diiodomethane",CA0528,inferred_from_contact_angles,no,yes
CA0529,SFC_55DDAE9FF4E5,SDX006,LIQ_0F4168490E,73.7,static,sessile_drop,298.15,,1.0,,,5.0,,,A_high,none,39.91,31.86,8.05,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; chitosan/dialdehyde and DES-modified films measured with water and diiodomethane,CA0529,inferred_from_contact_angles,no,yes
CA0530,SFC_55DDAE9FF4E5,SDX006,LIQ_6656B41AB7,44.2,static,sessile_drop,298.15,,1.0,,,3.3,,,A_high,none,39.91,31.86,8.05,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; chitosan/dialdehyde and DES-modified films measured with water and diiodomethane,CA0530,inferred_from_contact_angles,no,yes
CA0531,SFC_8810EE8758ED,SDX006,LIQ_0F4168490E,88.7,static,sessile_drop,298.15,,1.0,,,4.0,,,A_high,none,32.29,29.54,2.75,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; chitosan/dialdehyde and DES-modified films measured with water and diiodomethane,CA0531,inferred_from_contact_angles,no,yes
CA0532,SFC_8810EE8758ED,SDX006,LIQ_6656B41AB7,53.9,static,sessile_drop,298.15,,1.0,,,2.1,,,A_high,none,32.29,29.54,2.75,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; chitosan/dialdehyde and DES-modified films measured with water and diiodomethane,CA0532,inferred_from_contact_angles,no,yes
CA0533,SFC_15EC92D72DA3,SDX006,LIQ_0F4168490E,99.2,static,sessile_drop,298.15,,1.0,,,3.8,,,A_high,none,25.02,23.83,1.19,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; chitosan/dialdehyde and DES-modified films measured with water and diiodomethane,CA0533,inferred_from_contact_angles,no,yes
CA0534,SFC_15EC92D72DA3,SDX006,LIQ_6656B41AB7,66.2,static,sessile_drop,298.15,,1.0,,,3.5,,,A_high,none,25.02,23.83,1.19,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; chitosan/dialdehyde and DES-modified films measured with water and diiodomethane,CA0534,inferred_from_contact_angles,no,yes
CA0535,SFC_7ABDB4BDAFA3,SDX006,LIQ_0F4168490E,105.8,static,sessile_drop,298.15,,1.0,,,4.2,,,A_high,none,21.39,20.87,0.52,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; chitosan/dialdehyde and DES-modified films measured with water and diiodomethane,CA0535,inferred_from_contact_angles,no,yes
CA0536,SFC_7ABDB4BDAFA3,SDX006,LIQ_6656B41AB7,72.8,static,sessile_drop,298.15,,1.0,,,3.1,,,A_high,none,21.39,20.87,0.52,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; chitosan/dialdehyde and DES-modified films measured with water and diiodomethane,CA0536,inferred_from_contact_angles,no,yes
CA0537,SFC_86D193058DBE,SDX006,LIQ_0F4168490E,112.6,static,sessile_drop,298.15,,1.0,,,3.7,,,A_high,none,18.69,18.58,0.1,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; chitosan/dialdehyde and DES-modified films measured with water and diiodomethane,CA0537,inferred_from_contact_angles,no,yes
CA0538,SFC_86D193058DBE,SDX006,LIQ_6656B41AB7,78.4,static,sessile_drop,298.15,,1.0,,,3.0,,,A_high,none,18.69,18.58,0.1,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; chitosan/dialdehyde and DES-modified films measured with water and diiodomethane,CA0538,inferred_from_contact_angles,no,yes
CA0539,SFC_C578D204BBE3,SDX006,LIQ_0F4168490E,115.4,static,sessile_drop,298.15,,1.0,,,3.5,,,A_high,none,16.33,16.26,0.08,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; chitosan/dialdehyde and DES-modified films measured with water and diiodomethane,CA0539,inferred_from_contact_angles,no,yes
CA0540,SFC_C578D204BBE3,SDX006,LIQ_6656B41AB7,83.0,static,sessile_drop,298.15,,1.0,,,2.9,,,A_high,none,16.33,16.26,0.08,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; chitosan/dialdehyde and DES-modified films measured with water and diiodomethane,CA0540,inferred_from_contact_angles,no,yes
CA0541,SFC_AEDDDB49C107,SDX006,LIQ_0F4168490E,118.0,static,sessile_drop,298.15,,1.0,,,3.3,,,A_high,none,14.14,14.07,0.06,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; chitosan/dialdehyde and DES-modified films measured with water and diiodomethane,CA0541,inferred_from_contact_angles,no,yes
CA0542,SFC_AEDDDB49C107,SDX006,LIQ_6656B41AB7,87.5,static,sessile_drop,298.15,,1.0,,,2.7,,,A_high,none,14.14,14.07,0.06,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; chitosan/dialdehyde and DES-modified films measured with water and diiodomethane,CA0542,inferred_from_contact_angles,no,yes
CA0543,SFC_12E012885148,SDX006,LIQ_0F4168490E,120.5,static,sessile_drop,298.15,,1.0,,,3.1,,,A_high,none,12.48,12.43,0.04,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; chitosan/dialdehyde and DES-modified films measured with water and diiodomethane,CA0543,inferred_from_contact_angles,no,yes
CA0544,SFC_12E012885148,SDX006,LIQ_6656B41AB7,91.2,static,sessile_drop,298.15,,1.0,,,2.5,,,A_high,none,12.48,12.43,0.04,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; chitosan/dialdehyde and DES-modified films measured with water and diiodomethane,CA0544,inferred_from_contact_angles,no,yes
CA0545,SFC_159FF1E1E160,SDX001,LIQ_0F4168490E,76.4,static,sessile_drop,298.15,,1.0,,,2.8,,,A_high,none,38.74,31.99,6.75,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; PMMA and laser/GO/CBD-modified PMMA measured with water and diiodomethane,CA0545,inferred_from_contact_angles,no,yes
CA0546,SFC_159FF1E1E160,SDX001,LIQ_6656B41AB7,45.1,static,sessile_drop,298.15,,1.0,,,2.1,,,A_high,none,38.74,31.99,6.75,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; PMMA and laser/GO/CBD-modified PMMA measured with water and diiodomethane,CA0546,inferred_from_contact_angles,no,yes
CA0547,SFC_91A5214A0C27,SDX001,LIQ_0F4168490E,73.5,static,sessile_drop,298.15,,1.0,,,3.2,,,A_high,none,41.14,33.53,7.61,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; PMMA and laser/GO/CBD-modified PMMA measured with water and diiodomethane,CA0547,inferred_from_contact_angles,no,yes
CA0548,SFC_91A5214A0C27,SDX001,LIQ_6656B41AB7,41.2,static,sessile_drop,298.15,,1.0,,,2.8,,,A_high,none,41.14,33.53,7.61,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; PMMA and laser/GO/CBD-modified PMMA measured with water and diiodomethane,CA0548,inferred_from_contact_angles,no,yes
CA0549,SFC_3C4F304244DF,SDX001,LIQ_0F4168490E,51.3,static,sessile_drop,298.15,,1.0,,,6.1,,,A_high,none,51.37,28.25,23.13,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; PMMA and laser/GO/CBD-modified PMMA measured with water and diiodomethane,CA0549,inferred_from_contact_angles,no,yes
CA0550,SFC_3C4F304244DF,SDX001,LIQ_6656B41AB7,41.9,static,sessile_drop,298.15,,1.0,,,4.0,,,A_high,none,51.37,28.25,23.13,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; PMMA and laser/GO/CBD-modified PMMA measured with water and diiodomethane,CA0550,inferred_from_contact_angles,no,yes
CA0551,SFC_95A0FAE91CD0,SDX001,LIQ_0F4168490E,68.9,static,sessile_drop,298.15,,1.0,,,2.4,,,A_high,none,39.6,27.19,12.41,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; PMMA and laser/GO/CBD-modified PMMA measured with water and diiodomethane,CA0551,inferred_from_contact_angles,no,yes
CA0552,SFC_95A0FAE91CD0,SDX001,LIQ_6656B41AB7,50.2,static,sessile_drop,298.15,,1.0,,,5.6,,,A_high,none,39.6,27.19,12.41,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; PMMA and laser/GO/CBD-modified PMMA measured with water and diiodomethane,CA0552,inferred_from_contact_angles,no,yes
CA0553,SFC_38EFEBA36525,SDX001,LIQ_0F4168490E,0.0,static,sessile_drop,298.15,,1.0,,,,,,A_high,none,73.13,26.54,46.59,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; PMMA and laser/GO/CBD-modified PMMA measured with water and diiodomethane,CA0553,inferred_from_contact_angles,no,yes
CA0554,SFC_38EFEBA36525,SDX001,LIQ_6656B41AB7,34.9,static,sessile_drop,298.15,,1.0,,,2.8,,,A_high,none,73.13,26.54,46.59,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; PMMA and laser/GO/CBD-modified PMMA measured with water and diiodomethane,CA0554,inferred_from_contact_angles,no,yes
CA0555,SFC_90843D24007D,SDX009,LIQ_0F4168490E,110.9,static,sessile_drop,298.15,,1.0,,,5.8,,,A_high,none,12.83,11.75,1.08,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; modified nonwoven polyester membranes measured with water and diiodomethane,CA0555,inferred_from_contact_angles,no,yes
CA0556,SFC_90843D24007D,SDX009,LIQ_6656B41AB7,89.9,static,sessile_drop,298.15,,1.0,,,3.9,,,A_high,none,12.83,11.75,1.08,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; modified nonwoven polyester membranes measured with water and diiodomethane,CA0556,inferred_from_contact_angles,no,yes
CA0557,SFC_962FBAB11443,SDX009,LIQ_0F4168490E,126.9,static,sessile_drop,298.15,,1.0,,,2.6,,,A_high,none,7.69,7.64,0.05,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; modified nonwoven polyester membranes measured with water and diiodomethane,CA0557,inferred_from_contact_angles,no,yes
CA0558,SFC_962FBAB11443,SDX009,LIQ_6656B41AB7,103.2,static,sessile_drop,298.15,,1.0,,,4.9,,,A_high,none,7.69,7.64,0.05,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; modified nonwoven polyester membranes measured with water and diiodomethane,CA0558,inferred_from_contact_angles,no,yes
CA0559,SFC_4A58BED65751,SDX009,LIQ_0F4168490E,120.3,static,sessile_drop,298.15,,1.0,,,4.4,,,A_high,none,6.84,5.98,0.86,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; modified nonwoven polyester membranes measured with water and diiodomethane,CA0559,inferred_from_contact_angles,no,yes
CA0560,SFC_4A58BED65751,SDX009,LIQ_6656B41AB7,105.9,static,sessile_drop,298.15,,1.0,,,4.3,,,A_high,none,6.84,5.98,0.86,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; modified nonwoven polyester membranes measured with water and diiodomethane,CA0560,inferred_from_contact_angles,no,yes
CA0561,SFC_FE7D2709B140,SDX009,LIQ_0F4168490E,105.7,static,sessile_drop,298.15,,1.0,,,7.1,,,A_high,none,11.3,7.66,3.64,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; modified nonwoven polyester membranes measured with water and diiodomethane,CA0561,inferred_from_contact_angles,no,yes
CA0562,SFC_FE7D2709B140,SDX009,LIQ_6656B41AB7,97.3,static,sessile_drop,298.15,,1.0,,,5.9,,,A_high,none,11.3,7.66,3.64,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,Table 3 direct values; modified nonwoven polyester membranes measured with water and diiodomethane,CA0562,inferred_from_contact_angles,no,yes
CA0563,SFC_40DC495414A4,SDX008,LIQ_0F4168490E,118.1,static,sessile_drop,298.15,,1.0,,,,,,A_high,none,23.41,23.25,0.17,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; PLA adsorption layers and substrate controls measured with water, formamide, and diiodomethane",CA0563,inferred_from_contact_angles,no,yes
CA0564,SFC_40DC495414A4,SDX008,LIQ_1BD1B94C09,90.0,static,sessile_drop,298.15,,1.0,,,,,,A_high,none,23.41,23.25,0.17,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; PLA adsorption layers and substrate controls measured with water, formamide, and diiodomethane",CA0564,inferred_from_contact_angles,no,yes
CA0565,SFC_40DC495414A4,SDX008,LIQ_6656B41AB7,73.6,static,sessile_drop,298.15,,1.0,,,,,,A_high,none,23.41,23.25,0.17,apparent OWRK features recalculated from same-source multi-liquid contact angles for v3.4 source-disjoint external; not an independent surface-energy measurement,inferred_from_contact_angles,"Table 4 direct values; PLA adsorption layers and substrate controls measured with water, formamide, and diiodomethane",CA0565,inferred_from_contact_angles,no,yes
